year,region_code,region_name,gsur,education,sex,age_group,sheet
2007,FRY4,La Réunion,36.6,TOTAL,T,Y15-29,Sheet 2
2008,FRY4,La Réunion,38.0,TOTAL,T,Y15-29,Sheet 2
2009,FRY4,La Réunion,41.4,TOTAL,T,Y15-29,Sheet 2
2010,FRY4,La Réunion,45.5,TOTAL,T,Y15-29,Sheet 2
2011,FRY4,La Réunion,47.5,TOTAL,T,Y15-29,Sheet 2
2012,FRY4,La Réunion,45.2,TOTAL,T,Y15-29,Sheet 2
2013,FRY4,La Réunion,46.7,TOTAL,T,Y15-29,Sheet 2
2014,FRY4,La Réunion,41.9,TOTAL,T,Y15-29,Sheet 2
2015,FRY4,La Réunion,41.9,TOTAL,T,Y15-29,Sheet 2
2016,FRY4,La Réunion,37.0,TOTAL,T,Y15-29,Sheet 2
2017,FRY4,La Réunion,38.8,TOTAL,T,Y15-29,Sheet 2
2018,FRY4,La Réunion,41.0,TOTAL,T,Y15-29,Sheet 2
2019,FRY4,La Réunion,37.1,TOTAL,T,Y15-29,Sheet 2
2020,FRY4,La Réunion,35.3,TOTAL,T,Y15-29,Sheet 2
2021,FRY4,La Réunion,34.1,TOTAL,T,Y15-29,Sheet 2
2022,FRY4,La Réunion,31.7,TOTAL,T,Y15-29,Sheet 2
2023,FRY4,La Réunion,33.2,TOTAL,T,Y15-29,Sheet 2
2024,FRY4,La Réunion,28.5,TOTAL,T,Y15-29,Sheet 2
2007,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2008,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2009,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2010,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2011,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2012,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2013,FRY5,Mayotte,37.0,TOTAL,T,Y15-29,Sheet 2
2014,FRY5,Mayotte,40.8,TOTAL,T,Y15-29,Sheet 2
2015,FRY5,Mayotte,44.6,TOTAL,T,Y15-29,Sheet 2
2016,FRY5,Mayotte,48.2,TOTAL,T,Y15-29,Sheet 2
2017,FRY5,Mayotte,45.6,TOTAL,T,Y15-29,Sheet 2
2018,FRY5,Mayotte,50.8,TOTAL,T,Y15-29,Sheet 2
2019,FRY5,Mayotte,44.8,TOTAL,T,Y15-29,Sheet 2
2020,FRY5,Mayotte,43.0,TOTAL,T,Y15-29,Sheet 2
2021,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2022,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2023,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2024,FRY5,Mayotte,,TOTAL,T,Y15-29,Sheet 2
2007,FR,France,8.0,TOTAL,T,Y15-74,Sheet 3
2008,FR,France,7.5,TOTAL,T,Y15-74,Sheet 3
2009,FR,France,9.1,TOTAL,T,Y15-74,Sheet 3
2010,FR,France,9.3,TOTAL,T,Y15-74,Sheet 3
2011,FR,France,9.2,TOTAL,T,Y15-74,Sheet 3
2012,FR,France,9.8,TOTAL,T,Y15-74,Sheet 3
2013,FR,France,10.4,TOTAL,T,Y15-74,Sheet 3
2014,FR,France,10.3,TOTAL,T,Y15-74,Sheet 3
2015,FR,France,10.4,TOTAL,T,Y15-74,Sheet 3
2016,FR,France,10.1,TOTAL,T,Y15-74,Sheet 3
2017,FR,France,9.5,TOTAL,T,Y15-74,Sheet 3
2018,FR,France,9.1,TOTAL,T,Y15-74,Sheet 3
2019,FR,France,8.5,TOTAL,T,Y15-74,Sheet 3
2020,FR,France,8.1,TOTAL,T,Y15-74,Sheet 3
2021,FR,France,7.9,TOTAL,T,Y15-74,Sheet 3
2022,FR,France,7.3,TOTAL,T,Y15-74,Sheet 3
2023,FR,France,7.3,TOTAL,T,Y15-74,Sheet 3
2024,FR,France,7.4,TOTAL,T,Y15-74,Sheet 3
2007,FR1,Ile de France,7.8,TOTAL,T,Y15-74,Sheet 3
2008,FR1,Ile de France,6.9,TOTAL,T,Y15-74,Sheet 3
2009,FR1,Ile de France,8.1,TOTAL,T,Y15-74,Sheet 3
2010,FR1,Ile de France,8.6,TOTAL,T,Y15-74,Sheet 3
2011,FR1,Ile de France,8.2,TOTAL,T,Y15-74,Sheet 3
2012,FR1,Ile de France,8.1,TOTAL,T,Y15-74,Sheet 3
2013,FR1,Ile de France,9.0,TOTAL,T,Y15-74,Sheet 3
2014,FR1,Ile de France,9.7,TOTAL,T,Y15-74,Sheet 3
2015,FR1,Ile de France,9.6,TOTAL,T,Y15-74,Sheet 3
2016,FR1,Ile de France,9.2,TOTAL,T,Y15-74,Sheet 3
2017,FR1,Ile de France,8.7,TOTAL,T,Y15-74,Sheet 3
2018,FR1,Ile de France,8.8,TOTAL,T,Y15-74,Sheet 3
2019,FR1,Ile de France,7.9,TOTAL,T,Y15-74,Sheet 3
2020,FR1,Ile de France,8.2,TOTAL,T,Y15-74,Sheet 3
2021,FR1,Ile de France,8.0,TOTAL,T,Y15-74,Sheet 3
2022,FR1,Ile de France,7.6,TOTAL,T,Y15-74,Sheet 3
2023,FR1,Ile de France,7.6,TOTAL,T,Y15-74,Sheet 3
2024,FR1,Ile de France,8.0,TOTAL,T,Y15-74,Sheet 3
2007,FR10,Ile de France,7.8,TOTAL,T,Y15-74,Sheet 3
2008,FR10,Ile de France,6.9,TOTAL,T,Y15-74,Sheet 3
2009,FR10,Ile de France,8.1,TOTAL,T,Y15-74,Sheet 3
2010,FR10,Ile de France,8.6,TOTAL,T,Y15-74,Sheet 3
2011,FR10,Ile de France,8.2,TOTAL,T,Y15-74,Sheet 3
2012,FR10,Ile de France,8.1,TOTAL,T,Y15-74,Sheet 3
2013,FR10,Ile de France,9.0,TOTAL,T,Y15-74,Sheet 3
2014,FR10,Ile de France,9.7,TOTAL,T,Y15-74,Sheet 3
2015,FR10,Ile de France,9.6,TOTAL,T,Y15-74,Sheet 3
2016,FR10,Ile de France,9.2,TOTAL,T,Y15-74,Sheet 3
2017,FR10,Ile de France,8.7,TOTAL,T,Y15-74,Sheet 3
2018,FR10,Ile de France,8.8,TOTAL,T,Y15-74,Sheet 3
2019,FR10,Ile de France,7.9,TOTAL,T,Y15-74,Sheet 3
2020,FR10,Ile de France,8.2,TOTAL,T,Y15-74,Sheet 3
2021,FR10,Ile de France,8.0,TOTAL,T,Y15-74,Sheet 3
2022,FR10,Ile de France,7.6,TOTAL,T,Y15-74,Sheet 3
2023,FR10,Ile de France,7.6,TOTAL,T,Y15-74,Sheet 3
2024,FR10,Ile de France,8.0,TOTAL,T,Y15-74,Sheet 3
2007,FRB,Centre — Val de Loire,5.8,TOTAL,T,Y15-74,Sheet 3
2008,FRB,Centre — Val de Loire,5.5,TOTAL,T,Y15-74,Sheet 3
2009,FRB,Centre — Val de Loire,6.7,TOTAL,T,Y15-74,Sheet 3
2010,FRB,Centre — Val de Loire,7.0,TOTAL,T,Y15-74,Sheet 3
2011,FRB,Centre — Val de Loire,8.3,TOTAL,T,Y15-74,Sheet 3
2012,FRB,Centre — Val de Loire,10.8,TOTAL,T,Y15-74,Sheet 3
2013,FRB,Centre — Val de Loire,10.6,TOTAL,T,Y15-74,Sheet 3
2014,FRB,Centre — Val de Loire,9.5,TOTAL,T,Y15-74,Sheet 3
2015,FRB,Centre — Val de Loire,10.7,TOTAL,T,Y15-74,Sheet 3
2016,FRB,Centre — Val de Loire,9.9,TOTAL,T,Y15-74,Sheet 3
2017,FRB,Centre — Val de Loire,8.5,TOTAL,T,Y15-74,Sheet 3
2018,FRB,Centre — Val de Loire,8.4,TOTAL,T,Y15-74,Sheet 3
2019,FRB,Centre — Val de Loire,8.2,TOTAL,T,Y15-74,Sheet 3
2020,FRB,Centre — Val de Loire,8.9,TOTAL,T,Y15-74,Sheet 3
2021,FRB,Centre — Val de Loire,7.2,TOTAL,T,Y15-74,Sheet 3
2022,FRB,Centre — Val de Loire,6.4,TOTAL,T,Y15-74,Sheet 3
2023,FRB,Centre — Val de Loire,5.7,TOTAL,T,Y15-74,Sheet 3
2024,FRB,Centre — Val de Loire,5.6,TOTAL,T,Y15-74,Sheet 3
2007,FRB0,Centre — Val de Loire,5.8,TOTAL,T,Y15-74,Sheet 3
2008,FRB0,Centre — Val de Loire,5.5,TOTAL,T,Y15-74,Sheet 3
2009,FRB0,Centre — Val de Loire,6.7,TOTAL,T,Y15-74,Sheet 3
2010,FRB0,Centre — Val de Loire,7.0,TOTAL,T,Y15-74,Sheet 3
2011,FRB0,Centre — Val de Loire,8.3,TOTAL,T,Y15-74,Sheet 3
2012,FRB0,Centre — Val de Loire,10.8,TOTAL,T,Y15-74,Sheet 3
2013,FRB0,Centre — Val de Loire,10.6,TOTAL,T,Y15-74,Sheet 3
2014,FRB0,Centre — Val de Loire,9.5,TOTAL,T,Y15-74,Sheet 3
2015,FRB0,Centre — Val de Loire,10.7,TOTAL,T,Y15-74,Sheet 3
2016,FRB0,Centre — Val de Loire,9.9,TOTAL,T,Y15-74,Sheet 3
2017,FRB0,Centre — Val de Loire,8.5,TOTAL,T,Y15-74,Sheet 3
2018,FRB0,Centre — Val de Loire,8.4,TOTAL,T,Y15-74,Sheet 3
2019,FRB0,Centre — Val de Loire,8.2,TOTAL,T,Y15-74,Sheet 3
2020,FRB0,Centre — Val de Loire,8.9,TOTAL,T,Y15-74,Sheet 3
2021,FRB0,Centre — Val de Loire,7.2,TOTAL,T,Y15-74,Sheet 3
2022,FRB0,Centre — Val de Loire,6.4,TOTAL,T,Y15-74,Sheet 3
2023,FRB0,Centre — Val de Loire,5.7,TOTAL,T,Y15-74,Sheet 3
2024,FRB0,Centre — Val de Loire,5.6,TOTAL,T,Y15-74,Sheet 3
2007,FRC,Bourgogne-Franche-Comté,6.9,TOTAL,T,Y15-74,Sheet 3
2008,FRC,Bourgogne-Franche-Comté,6.6,TOTAL,T,Y15-74,Sheet 3
2009,FRC,Bourgogne-Franche-Comté,8.3,TOTAL,T,Y15-74,Sheet 3
2010,FRC,Bourgogne-Franche-Comté,8.6,TOTAL,T,Y15-74,Sheet 3
2011,FRC,Bourgogne-Franche-Comté,8.5,TOTAL,T,Y15-74,Sheet 3
2012,FRC,Bourgogne-Franche-Comté,8.9,TOTAL,T,Y15-74,Sheet 3
2013,FRC,Bourgogne-Franche-Comté,10.1,TOTAL,T,Y15-74,Sheet 3
2014,FRC,Bourgogne-Franche-Comté,10.4,TOTAL,T,Y15-74,Sheet 3
2015,FRC,Bourgogne-Franche-Comté,9.0,TOTAL,T,Y15-74,Sheet 3
2016,FRC,Bourgogne-Franche-Comté,9.0,TOTAL,T,Y15-74,Sheet 3
2017,FRC,Bourgogne-Franche-Comté,9.1,TOTAL,T,Y15-74,Sheet 3
2018,FRC,Bourgogne-Franche-Comté,8.2,TOTAL,T,Y15-74,Sheet 3
2019,FRC,Bourgogne-Franche-Comté,7.8,TOTAL,T,Y15-74,Sheet 3
2020,FRC,Bourgogne-Franche-Comté,6.9,TOTAL,T,Y15-74,Sheet 3
2021,FRC,Bourgogne-Franche-Comté,7.1,TOTAL,T,Y15-74,Sheet 3
2022,FRC,Bourgogne-Franche-Comté,6.3,TOTAL,T,Y15-74,Sheet 3
2023,FRC,Bourgogne-Franche-Comté,6.6,TOTAL,T,Y15-74,Sheet 3
2024,FRC,Bourgogne-Franche-Comté,6.1,TOTAL,T,Y15-74,Sheet 3
2007,FRC1,Bourgogne,6.7,TOTAL,T,Y15-74,Sheet 3
2008,FRC1,Bourgogne,6.4,TOTAL,T,Y15-74,Sheet 3
2009,FRC1,Bourgogne,7.9,TOTAL,T,Y15-74,Sheet 3
2010,FRC1,Bourgogne,8.9,TOTAL,T,Y15-74,Sheet 3
2011,FRC1,Bourgogne,8.8,TOTAL,T,Y15-74,Sheet 3
2012,FRC1,Bourgogne,8.8,TOTAL,T,Y15-74,Sheet 3
2013,FRC1,Bourgogne,10.6,TOTAL,T,Y15-74,Sheet 3
2014,FRC1,Bourgogne,10.7,TOTAL,T,Y15-74,Sheet 3
2015,FRC1,Bourgogne,8.8,TOTAL,T,Y15-74,Sheet 3
2016,FRC1,Bourgogne,9.6,TOTAL,T,Y15-74,Sheet 3
2017,FRC1,Bourgogne,10.7,TOTAL,T,Y15-74,Sheet 3
2018,FRC1,Bourgogne,8.9,TOTAL,T,Y15-74,Sheet 3
2019,FRC1,Bourgogne,7.5,TOTAL,T,Y15-74,Sheet 3
2020,FRC1,Bourgogne,7.8,TOTAL,T,Y15-74,Sheet 3
2021,FRC1,Bourgogne,7.1,TOTAL,T,Y15-74,Sheet 3
2022,FRC1,Bourgogne,6.7,TOTAL,T,Y15-74,Sheet 3
2023,FRC1,Bourgogne,7.3,TOTAL,T,Y15-74,Sheet 3
2024,FRC1,Bourgogne,6.7,TOTAL,T,Y15-74,Sheet 3
2007,FRC2,Franche-Comté,7.2,TOTAL,T,Y15-74,Sheet 3
2008,FRC2,Franche-Comté,6.9,TOTAL,T,Y15-74,Sheet 3
2009,FRC2,Franche-Comté,8.9,TOTAL,T,Y15-74,Sheet 3
2010,FRC2,Franche-Comté,8.2,TOTAL,T,Y15-74,Sheet 3
2011,FRC2,Franche-Comté,7.9,TOTAL,T,Y15-74,Sheet 3
2012,FRC2,Franche-Comté,9.0,TOTAL,T,Y15-74,Sheet 3
2013,FRC2,Franche-Comté,9.5,TOTAL,T,Y15-74,Sheet 3
2014,FRC2,Franche-Comté,9.9,TOTAL,T,Y15-74,Sheet 3
2015,FRC2,Franche-Comté,9.3,TOTAL,T,Y15-74,Sheet 3
2016,FRC2,Franche-Comté,8.1,TOTAL,T,Y15-74,Sheet 3
2017,FRC2,Franche-Comté,6.9,TOTAL,T,Y15-74,Sheet 3
2018,FRC2,Franche-Comté,7.2,TOTAL,T,Y15-74,Sheet 3
2019,FRC2,Franche-Comté,8.2,TOTAL,T,Y15-74,Sheet 3
2020,FRC2,Franche-Comté,5.6,TOTAL,T,Y15-74,Sheet 3
2021,FRC2,Franche-Comté,7.0,TOTAL,T,Y15-74,Sheet 3
2022,FRC2,Franche-Comté,5.9,TOTAL,T,Y15-74,Sheet 3
2023,FRC2,Franche-Comté,5.7,TOTAL,T,Y15-74,Sheet 3
2024,FRC2,Franche-Comté,5.3,TOTAL,T,Y15-74,Sheet 3
2007,FRD,Normandie,7.3,TOTAL,T,Y15-74,Sheet 3
2008,FRD,Normandie,7.4,TOTAL,T,Y15-74,Sheet 3
2009,FRD,Normandie,8.6,TOTAL,T,Y15-74,Sheet 3
2010,FRD,Normandie,9.0,TOTAL,T,Y15-74,Sheet 3
2011,FRD,Normandie,9.0,TOTAL,T,Y15-74,Sheet 3
2012,FRD,Normandie,10.0,TOTAL,T,Y15-74,Sheet 3
2013,FRD,Normandie,10.5,TOTAL,T,Y15-74,Sheet 3
2014,FRD,Normandie,10.3,TOTAL,T,Y15-74,Sheet 3
2015,FRD,Normandie,9.6,TOTAL,T,Y15-74,Sheet 3
2016,FRD,Normandie,10.2,TOTAL,T,Y15-74,Sheet 3
2017,FRD,Normandie,9.9,TOTAL,T,Y15-74,Sheet 3
2018,FRD,Normandie,8.7,TOTAL,T,Y15-74,Sheet 3
2019,FRD,Normandie,9.2,TOTAL,T,Y15-74,Sheet 3
2020,FRD,Normandie,7.4,TOTAL,T,Y15-74,Sheet 3
2021,FRD,Normandie,7.1,TOTAL,T,Y15-74,Sheet 3
2022,FRD,Normandie,7.2,TOTAL,T,Y15-74,Sheet 3
2023,FRD,Normandie,6.5,TOTAL,T,Y15-74,Sheet 3
2024,FRD,Normandie,7.5,TOTAL,T,Y15-74,Sheet 3
2007,FRD1,Basse-Normandie,5.6,TOTAL,T,Y15-74,Sheet 3
2008,FRD1,Basse-Normandie,6.3,TOTAL,T,Y15-74,Sheet 3
2009,FRD1,Basse-Normandie,6.9,TOTAL,T,Y15-74,Sheet 3
2010,FRD1,Basse-Normandie,8.2,TOTAL,T,Y15-74,Sheet 3
2011,FRD1,Basse-Normandie,9.2,TOTAL,T,Y15-74,Sheet 3
2012,FRD1,Basse-Normandie,8.8,TOTAL,T,Y15-74,Sheet 3
2013,FRD1,Basse-Normandie,9.1,TOTAL,T,Y15-74,Sheet 3
2014,FRD1,Basse-Normandie,8.2,TOTAL,T,Y15-74,Sheet 3
2015,FRD1,Basse-Normandie,8.2,TOTAL,T,Y15-74,Sheet 3
2016,FRD1,Basse-Normandie,8.6,TOTAL,T,Y15-74,Sheet 3
2017,FRD1,Basse-Normandie,8.1,TOTAL,T,Y15-74,Sheet 3
2018,FRD1,Basse-Normandie,8.0,TOTAL,T,Y15-74,Sheet 3
2019,FRD1,Basse-Normandie,8.2,TOTAL,T,Y15-74,Sheet 3
2020,FRD1,Basse-Normandie,6.1,TOTAL,T,Y15-74,Sheet 3
2021,FRD1,Basse-Normandie,6.4,TOTAL,T,Y15-74,Sheet 3
2022,FRD1,Basse-Normandie,6.2,TOTAL,T,Y15-74,Sheet 3
2023,FRD1,Basse-Normandie,6.0,TOTAL,T,Y15-74,Sheet 3
2024,FRD1,Basse-Normandie,7.3,TOTAL,T,Y15-74,Sheet 3
2007,FRD2,Haute-Normandie,8.6,TOTAL,T,Y15-74,Sheet 3
2008,FRD2,Haute-Normandie,8.4,TOTAL,T,Y15-74,Sheet 3
2009,FRD2,Haute-Normandie,10.0,TOTAL,T,Y15-74,Sheet 3
2010,FRD2,Haute-Normandie,9.7,TOTAL,T,Y15-74,Sheet 3
2011,FRD2,Haute-Normandie,8.9,TOTAL,T,Y15-74,Sheet 3
2012,FRD2,Haute-Normandie,10.9,TOTAL,T,Y15-74,Sheet 3
2013,FRD2,Haute-Normandie,11.6,TOTAL,T,Y15-74,Sheet 3
2014,FRD2,Haute-Normandie,12.0,TOTAL,T,Y15-74,Sheet 3
2015,FRD2,Haute-Normandie,10.6,TOTAL,T,Y15-74,Sheet 3
2016,FRD2,Haute-Normandie,11.5,TOTAL,T,Y15-74,Sheet 3
2017,FRD2,Haute-Normandie,11.3,TOTAL,T,Y15-74,Sheet 3
2018,FRD2,Haute-Normandie,9.3,TOTAL,T,Y15-74,Sheet 3
2019,FRD2,Haute-Normandie,9.9,TOTAL,T,Y15-74,Sheet 3
2020,FRD2,Haute-Normandie,8.3,TOTAL,T,Y15-74,Sheet 3
2021,FRD2,Haute-Normandie,7.6,TOTAL,T,Y15-74,Sheet 3
2022,FRD2,Haute-Normandie,7.9,TOTAL,T,Y15-74,Sheet 3
2023,FRD2,Haute-Normandie,6.9,TOTAL,T,Y15-74,Sheet 3
2024,FRD2,Haute-Normandie,7.6,TOTAL,T,Y15-74,Sheet 3
2007,FRE,Hauts-de-France,10.8,TOTAL,T,Y15-74,Sheet 3
2008,FRE,Hauts-de-France,9.7,TOTAL,T,Y15-74,Sheet 3
2009,FRE,Hauts-de-France,12.2,TOTAL,T,Y15-74,Sheet 3
2010,FRE,Hauts-de-France,12.2,TOTAL,T,Y15-74,Sheet 3
2011,FRE,Hauts-de-France,11.2,TOTAL,T,Y15-74,Sheet 3
2012,FRE,Hauts-de-France,12.3,TOTAL,T,Y15-74,Sheet 3
2013,FRE,Hauts-de-France,13.7,TOTAL,T,Y15-74,Sheet 3
2014,FRE,Hauts-de-France,13.1,TOTAL,T,Y15-74,Sheet 3
2015,FRE,Hauts-de-France,12.8,TOTAL,T,Y15-74,Sheet 3
2016,FRE,Hauts-de-France,12.7,TOTAL,T,Y15-74,Sheet 3
2017,FRE,Hauts-de-France,11.9,TOTAL,T,Y15-74,Sheet 3
2018,FRE,Hauts-de-France,11.2,TOTAL,T,Y15-74,Sheet 3
2019,FRE,Hauts-de-France,10.5,TOTAL,T,Y15-74,Sheet 3
2020,FRE,Hauts-de-France,9.0,TOTAL,T,Y15-74,Sheet 3
2021,FRE,Hauts-de-France,9.1,TOTAL,T,Y15-74,Sheet 3
2022,FRE,Hauts-de-France,8.8,TOTAL,T,Y15-74,Sheet 3
2023,FRE,Hauts-de-France,9.6,TOTAL,T,Y15-74,Sheet 3
2024,FRE,Hauts-de-France,8.9,TOTAL,T,Y15-74,Sheet 3
2007,FRE1,Nord-Pas de Calais,11.3,TOTAL,T,Y15-74,Sheet 3
2008,FRE1,Nord-Pas de Calais,11.0,TOTAL,T,Y15-74,Sheet 3
2009,FRE1,Nord-Pas de Calais,13.2,TOTAL,T,Y15-74,Sheet 3
2010,FRE1,Nord-Pas de Calais,12.5,TOTAL,T,Y15-74,Sheet 3
2011,FRE1,Nord-Pas de Calais,12.3,TOTAL,T,Y15-74,Sheet 3
2012,FRE1,Nord-Pas de Calais,13.1,TOTAL,T,Y15-74,Sheet 3
2013,FRE1,Nord-Pas de Calais,14.7,TOTAL,T,Y15-74,Sheet 3
2014,FRE1,Nord-Pas de Calais,13.8,TOTAL,T,Y15-74,Sheet 3
2015,FRE1,Nord-Pas de Calais,13.8,TOTAL,T,Y15-74,Sheet 3
2016,FRE1,Nord-Pas de Calais,13.3,TOTAL,T,Y15-74,Sheet 3
2017,FRE1,Nord-Pas de Calais,12.9,TOTAL,T,Y15-74,Sheet 3
2018,FRE1,Nord-Pas de Calais,12.2,TOTAL,T,Y15-74,Sheet 3
2019,FRE1,Nord-Pas de Calais,11.2,TOTAL,T,Y15-74,Sheet 3
2020,FRE1,Nord-Pas de Calais,9.1,TOTAL,T,Y15-74,Sheet 3
2021,FRE1,Nord-Pas de Calais,8.8,TOTAL,T,Y15-74,Sheet 3
2022,FRE1,Nord-Pas de Calais,8.7,TOTAL,T,Y15-74,Sheet 3
2023,FRE1,Nord-Pas de Calais,9.8,TOTAL,T,Y15-74,Sheet 3
2024,FRE1,Nord-Pas de Calais,9.5,TOTAL,T,Y15-74,Sheet 3
2007,FRE2,Picardie,9.9,TOTAL,T,Y15-74,Sheet 3
2008,FRE2,Picardie,7.2,TOTAL,T,Y15-74,Sheet 3
2009,FRE2,Picardie,10.3,TOTAL,T,Y15-74,Sheet 3
2010,FRE2,Picardie,11.4,TOTAL,T,Y15-74,Sheet 3
2011,FRE2,Picardie,9.0,TOTAL,T,Y15-74,Sheet 3
2012,FRE2,Picardie,10.6,TOTAL,T,Y15-74,Sheet 3
2013,FRE2,Picardie,11.5,TOTAL,T,Y15-74,Sheet 3
2014,FRE2,Picardie,11.6,TOTAL,T,Y15-74,Sheet 3
2015,FRE2,Picardie,10.8,TOTAL,T,Y15-74,Sheet 3
2016,FRE2,Picardie,11.5,TOTAL,T,Y15-74,Sheet 3
2017,FRE2,Picardie,10.0,TOTAL,T,Y15-74,Sheet 3
2018,FRE2,Picardie,9.2,TOTAL,T,Y15-74,Sheet 3
2019,FRE2,Picardie,9.1,TOTAL,T,Y15-74,Sheet 3
2020,FRE2,Picardie,8.6,TOTAL,T,Y15-74,Sheet 3
2021,FRE2,Picardie,9.7,TOTAL,T,Y15-74,Sheet 3
2022,FRE2,Picardie,9.1,TOTAL,T,Y15-74,Sheet 3
2023,FRE2,Picardie,9.1,TOTAL,T,Y15-74,Sheet 3
2024,FRE2,Picardie,7.6,TOTAL,T,Y15-74,Sheet 3
2007,FRF,Grand Est,7.0,TOTAL,T,Y15-74,Sheet 3
2008,FRF,Grand Est,7.2,TOTAL,T,Y15-74,Sheet 3
2009,FRF,Grand Est,9.7,TOTAL,T,Y15-74,Sheet 3
2010,FRF,Grand Est,8.9,TOTAL,T,Y15-74,Sheet 3
2011,FRF,Grand Est,9.2,TOTAL,T,Y15-74,Sheet 3
2012,FRF,Grand Est,10.3,TOTAL,T,Y15-74,Sheet 3
2013,FRF,Grand Est,10.9,TOTAL,T,Y15-74,Sheet 3
2014,FRF,Grand Est,11.1,TOTAL,T,Y15-74,Sheet 3
2015,FRF,Grand Est,11.3,TOTAL,T,Y15-74,Sheet 3
2016,FRF,Grand Est,11.3,TOTAL,T,Y15-74,Sheet 3
2017,FRF,Grand Est,10.0,TOTAL,T,Y15-74,Sheet 3
2018,FRF,Grand Est,8.9,TOTAL,T,Y15-74,Sheet 3
2019,FRF,Grand Est,8.0,TOTAL,T,Y15-74,Sheet 3
2020,FRF,Grand Est,8.8,TOTAL,T,Y15-74,Sheet 3
2021,FRF,Grand Est,8.1,TOTAL,T,Y15-74,Sheet 3
2022,FRF,Grand Est,7.0,TOTAL,T,Y15-74,Sheet 3
2023,FRF,Grand Est,6.8,TOTAL,T,Y15-74,Sheet 3
2024,FRF,Grand Est,7.3,TOTAL,T,Y15-74,Sheet 3
2007,FRF1,Alsace,5.9,TOTAL,T,Y15-74,Sheet 3
2008,FRF1,Alsace,5.9,TOTAL,T,Y15-74,Sheet 3
2009,FRF1,Alsace,8.2,TOTAL,T,Y15-74,Sheet 3
2010,FRF1,Alsace,8.1,TOTAL,T,Y15-74,Sheet 3
2011,FRF1,Alsace,7.4,TOTAL,T,Y15-74,Sheet 3
2012,FRF1,Alsace,8.5,TOTAL,T,Y15-74,Sheet 3
2013,FRF1,Alsace,9.7,TOTAL,T,Y15-74,Sheet 3
2014,FRF1,Alsace,10.1,TOTAL,T,Y15-74,Sheet 3
2015,FRF1,Alsace,9.1,TOTAL,T,Y15-74,Sheet 3
2016,FRF1,Alsace,10.9,TOTAL,T,Y15-74,Sheet 3
2017,FRF1,Alsace,9.0,TOTAL,T,Y15-74,Sheet 3
2018,FRF1,Alsace,8.0,TOTAL,T,Y15-74,Sheet 3
2019,FRF1,Alsace,7.3,TOTAL,T,Y15-74,Sheet 3
2020,FRF1,Alsace,7.3,TOTAL,T,Y15-74,Sheet 3
2021,FRF1,Alsace,7.1,TOTAL,T,Y15-74,Sheet 3
2022,FRF1,Alsace,6.7,TOTAL,T,Y15-74,Sheet 3
2023,FRF1,Alsace,5.9,TOTAL,T,Y15-74,Sheet 3
2024,FRF1,Alsace,6.0,TOTAL,T,Y15-74,Sheet 3
2007,FRF2,Champagne-Ardenne,8.0,TOTAL,T,Y15-74,Sheet 3
2008,FRF2,Champagne-Ardenne,7.5,TOTAL,T,Y15-74,Sheet 3
2009,FRF2,Champagne-Ardenne,9.2,TOTAL,T,Y15-74,Sheet 3
2010,FRF2,Champagne-Ardenne,9.2,TOTAL,T,Y15-74,Sheet 3
2011,FRF2,Champagne-Ardenne,10.3,TOTAL,T,Y15-74,Sheet 3
2012,FRF2,Champagne-Ardenne,10.7,TOTAL,T,Y15-74,Sheet 3
2013,FRF2,Champagne-Ardenne,10.5,TOTAL,T,Y15-74,Sheet 3
2014,FRF2,Champagne-Ardenne,11.4,TOTAL,T,Y15-74,Sheet 3
2015,FRF2,Champagne-Ardenne,13.0,TOTAL,T,Y15-74,Sheet 3
2016,FRF2,Champagne-Ardenne,11.3,TOTAL,T,Y15-74,Sheet 3
2017,FRF2,Champagne-Ardenne,9.6,TOTAL,T,Y15-74,Sheet 3
2018,FRF2,Champagne-Ardenne,8.8,TOTAL,T,Y15-74,Sheet 3
2019,FRF2,Champagne-Ardenne,9.1,TOTAL,T,Y15-74,Sheet 3
2020,FRF2,Champagne-Ardenne,11.7,TOTAL,T,Y15-74,Sheet 3
2021,FRF2,Champagne-Ardenne,8.9,TOTAL,T,Y15-74,Sheet 3
2022,FRF2,Champagne-Ardenne,8.0,TOTAL,T,Y15-74,Sheet 3
2023,FRF2,Champagne-Ardenne,7.1,TOTAL,T,Y15-74,Sheet 3
2024,FRF2,Champagne-Ardenne,7.2,TOTAL,T,Y15-74,Sheet 3
2007,FRF3,Lorraine,7.5,TOTAL,T,Y15-74,Sheet 3
2008,FRF3,Lorraine,8.1,TOTAL,T,Y15-74,Sheet 3
2009,FRF3,Lorraine,11.2,TOTAL,T,Y15-74,Sheet 3
2010,FRF3,Lorraine,9.4,TOTAL,T,Y15-74,Sheet 3
2011,FRF3,Lorraine,10.1,TOTAL,T,Y15-74,Sheet 3
